⺁	⺁丿丿
瘤	疒󰁚丶田
瘥	疒⺶工󰀌
瘦	疒臼丨又
瘧	疒虍匚一
瘨	疒十󰀣八
瘩	疒艹人口
瘪	疒丿目匕
瘫	疒又亻󰁷
瘬	疒弓󰀍󰀖
瘭	疒覀二小
瘮	疒厶厶彡
瘯	疒方𠂉大
瘰	疒田幺小
瘱	疒大人心
瘲	疒彳人󰁾
瘳	疒羽人彡
瘴	疒立早󰀵
瘵	疒󰁯二小
瘶	疒木口人
瘷	疒木口攵
瘸	疒力口人
瘹	疒釒勹丶
瘺	疒尸雨󰀦
瘻	疒󰀻女󰀌
瘼	疒艹曰大
瘽	疒廿口
瘾	疒阝⺈心
瘿	疒贝贝女
癀	疒󰁺由八
癁	疒彳𠂉夂
療	疒大丷小
癃	疒阝夂
癄	疒亻󰁷灬
癅	疒一〢田
癆	疒火火力
癇	疒門月󰀌
癈	疒癶弓又
癉	疒口口十
癊	疒阝人厶
癋	疒一󰀚心
癌	疒口口山
癍	疒王文王
癎	疒門日󰀌
癏	疒罒一󰀔
癐	疒人一日
癑	疒ㄇ󰁺󰀖
癒	疒人一心
癓	疒彳山攵
癔	疒立曰心
癕	疒亠󰁲󰁷
癖	疒尸口辛
癗	疒󰀙田󰀌
癘	疒艹曰丶
癙	疒臼󰁐󰁒
癚	疒⺈厂言
癛	疒亠囗禾
癜	疒尸󰁺又
癝	疒亠囗小
癞	疒木口贝
癟	疒丿目艹
癠	疒󰀴󰀳󰀌
癡	疒匕𠂉󰁾
癢	疒䒑夫艮
癣	疒󰁢󰀞羊
癤	疒⺮󰁮卩
癥	疒彳山攵
癦	疒󰀹土土
癧	疒厂禾止
癨	疒󰀙亻󰁷
癩	疒木口貝
癪	疒禾貝
癫	疒十󰀣贝
癬	疒󰁢灬羊
癭	疒貝貝女
癮	疒阝爫心
癯	疒目目󰁷
癰	疒巛口󰁷
癱	疒廿口󰁷
癲	疒十󰀣貝
癳	疒田田小
癴	疒言糹手
癵	疒言糹人
癶	癶乛丶󰂃
癷	癶干󰀬
癸	癶一大󰁧
癹	癶几又󰁧
発	癶二儿󰀅
登	癶一口䒑
發	癶弓几又
白	白白白白
百	丆曰󰀘
癿	白乚󰁀
皀	白匕󰀅
皁	白十󰀬
皂	白七󰀅
皃	白儿󰀅
的	白勹丶󰁶
皅	白巴󰁀
皆	󰁴匕白󰀘
皇	白王󰀘
皈	白⺁又󰁶
皉	白止匕󰁀
皊	白人丶󰁻
皋	白大十󰀬
皌	白一木󰁶
皍	白󰁴卩󰀬
皎	白六乂󰁶
皏	白䒑廾󰀢
皐	白󰀪十󰀬
皑	白山己󰁀
皒	白丿扌丶
皓	白丿土口
皔	白曰干󰀢
皕	丆日丆日
皖	白宀二儿
皗	白󰀼土口
皘	白月󰀝
皙	木斤白󰀘
皚	白山一䒑
皛	白白白󰀘
皜	白󰁸冂口
皝	白王⺌儿
皞	白白大十
皟	白貝󰁶
皠	白山亻󰁷
皡	白白󰀪十
皢	白土土儿
皣	白艹一󰀟
皤	白丿米田
皥	白丿目十
皦	白白方攵
皧	白爫冖夂
皨	白白白土
皩	白王日儿
皪	白白幺木
皫	白󰁙󰁴灬
皬	白󰀙亻󰁷
皭	白爫罒寸
皮	皮乛丿󰂃
皯	皮干󰀢
皰	皮勹巳󰁀
皱	⺈彐皮󰁶
皲	冖车皮󰁶
皳	一氺丶皮
皴	厶八夂皮
皵	󰁺日皮󰁶
皶	木日󰀞皮
皷	士口䒑皮
皸	冖車皮󰁶
皹	皮冖車󰀢
皺	勹凵丿皮
皻	虍󰀐󰀞皮
皼	士冖一皮
皽	亠囗口皮
皾	士罒貝皮
皿	皿丨󰁈一
盀	卜皿󰀘
盁	乃皿󰀘
盂	一󰀛皿󰀘
盃	丆卜皿󰀘
盄	弓丨皿󰀘
盅	口丨皿󰀘
盆	八刀皿󰀘
盇	大丶皿󰀘
盈	乃又皿󰀘
盉	禾皿󰀘
益	䒑八皿󰀘
盋	又丶皿
盌	夕⺋皿󰀘
盍	土厶皿󰀘
盎	ㄇ大皿󰀘
盏	一戈皿󰀘
盐	土卜皿󰀘
监	〢𠂉丶皿
盒	人一口皿
盓	氵一󰀛皿
盔	火皿󰀘
盕	氵几丶皿
盖	丷王皿󰀘
盗	冫⺈人皿
盘	丿󰁪皿󰀘
盙	甫皿󰀘
盚	一氺丶皿
盛	戊𠃌皿󰀘
盜	氵⺈人皿
盝	󰁭氺皿󰀘
盞	戈戈皿󰀘
盟	日月皿󰀘
盠	彑󰀓皿󰀘
盡	󰁬丨一皿
盢	田犬皿󰀘
監	匚丨󰁃皿
盤	丿󰁪几皿
盥	󰀗水皿󰀘
盦	人丶乛皿
盧	虍田皿󰀌
盨	彡丆貝皿
盩	土䒑十皿
盪	氵曰一皿
盫	人一口皿
盬	匚丨󰁃皿
盭	幺土䒑皿
目	目目目目
盯	目丁󰀢
盰	目干󰀢
盱	目一󰀛󰀢
盲	亠󰄃目󰀘
盳	目亠󰄃󰁀
直	十󰀣󰀘
盵	目𠂉乙󰁀
盶	目二儿󰁀
盷	目勹冫󰀝
相	木目󰀝
盹	目一凵乚
盺	目斤󰀢
盻	目八一ㄅ
盼	目八刀󰁥
盽	目三丨󰀢
盾	⺁十目󰀌
盿	目文󰁶
眀	目月󰀝
省	小丿目󰀘
眂	目󰁚󰀁󰁀
眃	目二厶󰁶
眄	目一丨𠃌
眅	目⺁又󰁶
眆	目方󰁥
眇	目小丿󰁥
眈	目冖󰁜󰁀
眉	󰁅目󰀌
眊	目毛󰁀
看	目󰀘
県	目󰄃小󰁧
眍	目匚乂󰁶
眎	目二小󰁶
眏	目ㄇ大󰁶
眐	目一止󰀝
眑	目幺力󰁥
眒	目曰丨󰀢
眓	目戈󰁐󰁀
眔	罒󰀫󰁧
眕	目人彡󰁥
眖	目口儿󰁀
眗	目勹口󰀝
眘	大丷目󰀘
眙	目厶口󰀝
眚	丿目󰀘
眛	目未󰁶
眜	目一木󰁶
眝	目宀丁󰀢
眞	匕目󰄃八
真	十󰀣八󰁧
眠	目󰁂󰀁󰁀
眡	目󰁚󰀁丶
眢	夕⺋目󰀘
眣	目丿夫󰁶
眤	目尸匕󰁀
眥	止匕目󰀘
眦	目止匕󰁀
眧	目刀口󰀝
眨	目丿之󰁶
眩	目亠幺󰁶
眪	目一冂人
眫	目丷󰀟󰀢
眬	目ヒ丶
眭	目土土󰀝
眮	目冂一口
眯	目米󰁶
眰	目一厶土
眱	目一弓人
眲	目耳󰀝
眳	目夕口󰀝
眴	目勹日󰀝
眵	目夕夕󰁶
眶	目匚王󰀝
眷	丷夫目󰀘
眸	目厶丿󰀟
眹	目䒑大󰁶
眺	目儿󰀪󰁶
眻	目羊󰀢
眼	目艮󰁶
眽	目⺁󰀕󰁶
眾	罒亻人人
眿	目丶𠃌󰀩
着	⺶目󰀘
睁	目⺈󰁬亅
睂	人人丨目
睃	目厶八夂
睄	目⺌月󰀝
睅	目曰干󰀢
睆	目宀二儿
睇	目丷弓丿
睈	目口王󰀝
睉	目人人土
睊	目口月󰀝
睋	目丿扌丶
睌	目⺈口󰁜
睍	目目儿󰁀
睎	目乂丨
睏	目囗木󰁶
睐	目一丷木
睑	目人一一
睒	目火火󰁶
睓	目ㄇ󰁺八
睔	目人一艹
睕	目宀夕⺋
睖	目土八夂
睗	目曰勹󰁤
睘	罒一口󰀔
睙	目丶尸犬
睚	目厂土土
睛	目月󰀝
睜	目爫󰁬亅
睝	禾勹丿目
睞	目木人人
睟	目亠人十
睠	目丷夫⺋
睡	目ノ一士
睢	目亻󰁷󰀝
督	上小又目
睤	目田一󰀯
睥	目白丿十
睦	目土八土
睧	目󰁚󰀁日
睨	目臼儿󰁀
睩	目󰁭氺󰁶
睪	罒土䒑十
睫	目一󰁬󰁾
睬	目爫木󰁶
睭	目󰀼土口
睮	目人一刂
睯	󰁂󰀁攵目
睰	目艹口
睱	目󰁃丨又
睲	目曰丿
睳	目大土土
睴	目冖車󰀢
睵	目十戈口
睶	目三人日
睷	目󰁬󰀟廴
睸	目󰁅目󰀝
睹	目土丿日
睺	目亻ユ大
睻	目宀一一
睼	目日一󰁾
睽	目癶一大
睾	丿罒土十
睿	󰀥冖一目
瞀	󰁻乛亅目
瞁	目目犬󰁶
瞂	⺁十目丶
瞃	目⺁十目
瞄	目艹田󰀝
瞅	目禾火󰁶
瞆	目口丨贝
瞇	目米辶󰁶
瞈	目八厶羽
瞉	士冖一又
瞊	目广󰁬口
瞋	目十󰀣八
瞌	目土厶皿
瞍	目臼丨又
瞎	目宀三口
瞏	罒土口󰀔
瞐	目目目󰀘
瞑	目冖曰六
瞒	目艹一人
瞓	目言川󰀢
瞔	目貝󰁶
瞕	目立早󰀢
瞖	匚𠂉大目
瞗	目󰁟灬󰁶
瞘	目匚口口
瞙	目艹曰大
瞚	目宀一八
瞛	目彳人󰁾
瞜	目󰀻女󰀝
瞝	目亠乂厶
瞞	目廿冂丶
瞟	目覀二小
瞠	目⺌冖土
瞡	目夫目儿
瞢	艹罒冖目
瞣	目口口心
瞤	目門王󰀝
瞥	㡀攵目󰀘
瞦	目士口口
瞧	目亻󰁷灬
瞨	目业䒑夫
瞩	目尸丿丶
瞪	目癶一䒑
瞫	目覀早󰀢
瞬	目爫冖㐄
瞭	目大丷小
瞮	目亠厶攵
瞯	目門月󰀝
瞰	目乛耳攵
瞱	目艹一󰀟
瞲	目󰁻乛口
瞳	目立曰土
瞴	目𠂉一灬
瞵	目米夕㐄
瞶	目口丨貝
瞷	目門日󰀝
瞸	目艹廿木
瞹	目爫冖夂
瞺	目人一日
瞻	目⺈厂言
瞼	目人一人
瞽	士口䒑目
瞾	目目宀工
瞿	目目亻󰁷
矀	目彳山攵
矁	目禾火心
矂	目口口木
矃	目宀心丁
矄	目丿一灬
矅	目羽亻󰁷
矆	目艹亻又
矇	目艹冖󰀓
矈	目白宀方
矉	目宀一貝
矊	目糹白丨
矋	目厂艹丶
矌	目广󰁺八
矍	目目亻又
矎	目⺈ㄇ夂
矏	目丿目方
矐	目󰀙亻󰁷
矑	目虍田皿
矒	目艹罒目
矓	目立月三
矔	目艹口󰁷
矕	言糹糹目
矖	目一冂匕
矗	十󰀣十󰀣
矘	目⺌冖灬
矙	目門乛攵
矚	目尸氺虫
矛	󰁻乛亅丿
矜	󰁻乛亅乛
矝	󰁻乛亅󰁻
矞	󰁻乛亅口
矟	󰁻乛亅月
矠	󰁻乛亅日
矡	󰁻乛亅又
矢	𠂉大󰁧
矣	厶𠂉大󰁧
矤	弓𠂉大󰁶
知	𠂉大口󰀝
矦	⺈厂𠂉大
矧	𠂉大弓丨
矨	𠂉大丿大
矩	𠂉大匚󰁃
矪	𠂉大丿󰁪
矫	𠂉大丿󰀯
矬	𠂉大人土
短	𠂉大一䒑
矮	𠂉大禾女
矯	𠂉大丿口
矰	𠂉大丷日
矱	𠂉大艹又
矲	𠂉大罒匕
石	石一丿一
矴	石丁󰀢
矵	石刂󰀢
矶	石几󰁀
矷	石子󰀝
矸	石干󰀢
矹	石一儿󰁀
矺	石丿七󰁀
矻	石𠂉乙󰁀
矼	石工󰀝
矽	石夕󰁶
矾	石几丶󰁶
矿	石广󰁥
砀	石ㄋ󰁤󰁥
码	石󰀊一󰀝
砂	石小丿󰁥
砃	石󰀼亠󰀝
砄	石ユ人󰁶
砅	石水󰁶
砆	石夫󰁶
砇	石文󰁶
砈	石厂⺋󰁀
砉	三丨石󰀘
砊	石亠几󰁀
砋	石止󰀝
砌	石七刀󰁥
砍	石⺈人󰁶
砎	石人󰀯󰀢
砏	石八刀󰁥
砐	石乃󰂃󰁶
砑	石󰀄亅丿
砒	石󰁴匕󰁀
砓	石几又󰁶
研	石一廾󰀢
砕	石九十󰀢
砖	石二󰁓丶
砗	石车󰀢
砘	石一凵乚
砙	石一󰁐丶
砚	石ㄇ󰁜󰁀
砛	石人丶乛
砜	石几乂󰁶
砝	石土厶󰁶
砞	石一木󰁶
砟	石𠂉丨二
砠	石󰀐一󰀝
砡	石王丶󰁶
砢	石丁口󰀝
砣	石宀匕󰁀
砤	石𠂉也󰁀
砥	石󰁚󰀁丶
砦	止匕石󰀘
砧	石󰀥口󰀝
砨	石丶尸乙
砩	石弓󰀯󰀢
砪	石母󰁶
砫	石丶王󰀝
砬	石立󰀝
砭	石丿之󰁶
砮	女又石󰀘
砯	石丶水󰁶
砰	石一丷十
砱	石人丶󰁻
砲	石勹巳󰁀
砳	石石󰀝
破	石皮󰁶
砵	石木一󰀝
砶	石白󰀝
砷	石曰丨󰀢
砸	石匚冂丨
砹	石艹乂󰁶
砺	石厂一󰁡
砻	ヒ丶石
砼	石人工󰀝
砽	石用󰀢
砾	石丿󰄃小
砿	石广厶󰁶
础	石凵山󰀢
硁	石ス工󰀝
硂	石人王󰀝
硃	石丿未󰁶
硄	石⺌一儿
硅	石土土󰀝
硆	石人一口
硇	石丿囗乂
硈	石士口󰀝
硉	石󰁬󰀟󰀢
硊	石⺈厂⺋
硋	石亠ㄥ人
硌	石夂口󰀝
硍	石艮󰁶
硎	石一廾刂
硏	石一干
硐	石冂一口
硑	石䒑廾󰀢
硒	石西󰀝
硓	石土丿匕
硔	石󰁺八󰁶
硕	石丆贝󰁶
硖	石一丷大
硗	石󰀁丿儿
硘	石囗口󰀝
硙	石山己󰁀
硚	石丿大󰀯
硛	石亠󰁖󰁶
硜	石一巛工
硝	石⺌月󰀝
硞	石丿土口
硟	石丿󰀥廴
硠	石丶艮󰁶
硡	石宀厶
硢	石人一朩
硣	石土丿子
硤	石大人人
硥	石乚丶
硦	石王廾󰀢
硧	石󰁻用󰀢
硨	石車󰀢
硩	扌斤石󰀘
硪	石丿扌丶
硫	石亠厶󰀸
硬	石一曰乂
硭	石艹亠󰄃
确	石⺈用󰀢
硯	石目儿󰁀
硰	氵小丿石
硱	石囗木󰁶
硲	石八人口
硳	石土󰁖󰁶
硴	石艹亻ヒ
硵	石󰀥囗乂
硶	石山人乛
硷	石人一一
硸	石山厂干
硹	石木八厶
硺	石一󰀓丶
硻	匚丨󰁃石
硼	石月月󰀝
硽	石大曰乚
硾	石ノ一士
硿	石宀八工
碀	石⺈󰁬亅
碁	󰀎八石󰀘
碂	石宀二小
碃	石月󰀝
碄	石木木󰁶
碅	石囗禾󰁶
碆	氵皮石󰀘
碇	石宀一󰁾
碈	石󰁚󰀁日
碉	石󰀼土口
碊	石戈戈󰁶
碋	石山丁口
碌	石󰁭氺󰁶
碍	石曰一寸
碎	石亠人十
碏	石󰁺日󰀝
碐	石土八夂
碑	石白丿十
碒	石金󰀝
碓	石亻󰁷󰀝
碔	石一󰀁丶
碕	石大丁口
碖	石人一艹
碗	石宀夕⺋
碘	石ㄇ󰁺八
碙	石冂䒑山
碚	石立口󰀝
碛	石贝󰁶
碜	石厶大彡
碝	石丆冂大
碞	口口口石
碟	石廿󰄃木
碠	石󰁸冖丁
碡	石母󰁶
碢	石ㄇ󰁈口
碣	石曰勹󰄃
碤	石艹ㄇ大
碥	石丶尸艹
碦	石宀夂口
碧	王白石󰀘
碨	石田一󰀖
碩	石丆貝󰁶
碪	石󰀎八󰄃
碫	石丿丨又
碬	石󰁃丨又
碭	石日一󰁤
碮	石日一󰁾
碯	石巛丿乂
碰	石䒑业󰀝
碱	石戊一口
碲	石亠丷丨
碳	石山火
碴	石木曰一
碵	石󰀥貝󰁶
碶	石三丨大
碷	石⺁十目
碸	石几丿虫
碹	石宀一一
確	石冖亻󰁷
碻	石󰁸冂口
碼	石󰀋灬󰁶
碽	石工貝󰁶
碾	石尸󰁺󰀖
碿	石尸⺌月
磀	石䒑凵辶
磁	石䒑幺幺
磂	石󰁚丶田
磃	石⺁虍几
磄	石广󰁬口
磅	石亠丷方
磆	石󰀾月󰀝
磇	石丿囗匕
磈	石白󰁜厶
磉	石又又木
磊	石石石󰀘
磋	石⺶工󰀝
磌	石十󰀣八
磍	石宀三口
磎	石爫幺大
磏	石䒑󰁬八
磐	丿󰁪几石
磑	石山一䒑
磒	石口貝󰁶
磓	石丿󰃧辶
磔	石夕㐄木
磕	石土厶皿
磖	石羽白󰀝
磗	石甫寸󰁶
磘	石爫𠂉凵
磙	石六厶󰀔
磚	石一曰寸
磛	車斤石󰀘
磜	石󰁯二小
磝	石󰁡攵
磞	石山月月
磟	石羽人彡
磠	石󰀥囗󰁘
磡	石󰀎八力
磢	石大乂乂
磣	石厶厶彡
磤	石⺁彐又
磥	石田幺小
磦	石覀二小
磧	石貝󰁶
磨	广木木石
磩	石戊上小
磪	石山亻󰁷
磫	石彳人󰁾
磬	士󰁅几石
磭	石厂二月
磮	石山人艹
磯	石幺幺人
磰	石羊䒑口
磱	石火火力
磲	石氵匚木
磳	石丷󰀺日
磴	石癶一䒑
磵	石門日󰀝
磶	石臼勹灬
磷	石米夕㐄
磸	石丷西大
磹	石覀早󰀢
磺	石󰁺由八
磻	石丿米田
磼	石亻󰁷木
磽	石土土儿
磾	石口口十
磿	厂禾禾石
礀	石門月󰀝
礁	石亻󰁷灬
礂	石士口口
礃	石⺌冖手
礄	石丿大口
礅	石󰁸孑攵
礆	石人一人
礇	石丿ㄇ大
礈	石䒑󰀓辶
礉	石白方攵
礊	車凵几石
礋	石罒土十
礌	石󰀙田󰀝
礍	石艹曰󰄃
礎	石木木󰁾
礏	石业䒑未
礐	󰀗乂乂石
礑	石⺌冖田
礒	石丷王丶
礓	石一田一
礔	石尸口辛
礕	尸口辛石
礖	石󰀗一八
礗	石宀一貝
礘	石曰幺灬
礙	石匕𠂉󰁾
礚	石艹土皿
礛	石匚丨皿
礜	󰀗一󰁕石
礝	石󰀙丆〢
礞	石艹冖󰀓
礟	石󰀋灬乂
礠	石䒑幺心
礡	石艹甫寸
礢	石䒑夫艮
礣	石艹罒人
礤	石艹󰁯小
礥	石匚丨貝
礦	石广󰁺八
礧	石田田田
礨	田田田石
礩	石斤斤貝
礪	石厂艹丶
礫	石白幺木
礬	木乂乂石
礭	石󰀙亻󰁷
礮	石󰀋灬乂
礯	石火火小
礰	石厂禾止
礱	立月一石
礲	石立月三
礳	石广木石
礴	石艹氵寸
礵	石󰀙木目
礶	石艹口󰁷
礷	石艹匚皿
礸	石丿土貝
礹	石口口攵
示	二小󰁧
礻	礻󰁶丶丶
礼	礻󰁶乚󰁀
礽	礻󰁶乃󰁥
社	礻󰁶土󰀝
礿	礻󰁶勹丶
祀	礻󰁶巳󰁀
祁	礻󰁶阝󰀢
祂	礻󰁶也󰁀
祃	礻󰁶󰀊一
祄	礻󰁶人󰀯
祅	礻󰁶丿大
祆	礻󰁶一大
祇	礻󰁶󰁚󰀁
祈	礻󰁶斤󰀢
祉	礻󰁶止󰀝
祊	礻󰁶方󰁥
祋	礻󰁶几又
祌	礻󰁶口丨
祍	礻󰁶丿士
祎	礻󰁶二丨
祏	礻󰁶石󰀝
祐	礻󰁶口
祑	礻󰁶丿夫
祒	礻󰁶刀口
祓	礻󰁶丶
祔	礻󰁶亻寸
祕	礻󰁶心丿
祖	礻󰁶󰀐一
祗	礻󰁶󰁚丶
祘	二小二小
祙	礻󰁶未󰁶
祚	礻󰁶𠂉二
祛	礻󰁶土厶
祜	礻󰁶古󰀝
祝	礻󰁶口儿
神	礻󰁶曰丨
祟	凵山二小
祠	礻󰁶𠃌口
祡	止匕二小
祢	礻󰁶⺈小
祣	礻󰁶𠂉󰀕
祤	礻󰁶羽󰀝
祥	礻󰁶羊󰀢
祦	礻󰁶口大
祧	礻󰁶儿󰀪
票	覀二小󰁧
祩	礻󰁶丿未
祪	礻󰁶⺈⺋
祫	礻󰁶人口
祬	礻󰁶一土
祭	󰁯二小󰁧
祮	礻󰁶士口
祯	礻󰁶󰀥贝
祰	礻󰁶丿口
祱	礻󰁶丷儿
祲	礻󰁶彐又
祳	礻󰁶厂󰀖
祴	礻󰁶戈廾
祵	礻󰁶囗木
祶	礻󰁶丷丿
祷	礻󰁶三寸
祸	礻󰁶口人
祹	礻󰁶勹凵
祺	礻󰁶󰀎八
祻	礻󰁶囗古
祼	礻󰁶曰木
祽	礻󰁶亠十
祾	礻󰁶土夂
祿	礻󰁶彑氺
禀	亠囗口小
禁	木木二小
禂	礻󰁶󰀼口
禃	礻󰁶十󰀣
禄	礻󰁶󰁭氺
禅	礻󰁶丷十
禆	礻󰁶白十
禇	礻󰁶土日
禈	礻󰁶冖車
禉	礻󰁶丷一
禊	礻󰁶三大
禋	礻󰁶覀土
禌	礻󰁶䒑幺
禍	礻󰁶ㄇ口
禎	礻󰁶󰀥貝
福	礻󰁶一田
禐	礻󰁶爫又
禑	礻󰁶曰丶
禒	礻󰁶彑󰀓
禓	礻󰁶日󰁤
禔	礻󰁶日󰁾
禕	礻󰁶󰁆㐄
禖	礻󰁶甘木
禗	礻󰁶田心
禘	礻󰁶亠丨
禙	礻󰁶丬月
禚	礻󰁶丷灬
禛	礻󰁶十八
禜	火火冖小
禝	礻󰁶田夂
禞	礻󰁶󰁸口
禟	礻󰁶广口
禠	礻󰁶⺁几
禡	礻󰁶󰀋灬
禢	礻󰁶曰羽
禣	礻󰁶甫寸
禤	礻󰁶罒羽
禥	礻󰁶󰀎土
禦	彳𠂉一小
禧	礻󰁶士口
禨	礻󰁶幺人
禩	礻󰁶田八
禪	礻󰁶口十
禫	礻󰁶覀早
禬	礻󰁶人日
禭	礻󰁶䒑辶
禮	礻󰁶ㄇ䒑
禯	礻󰁶ㄇ󰀖
禰	礻󰁶一乂
禱	礻󰁶士寸
禲	礻󰁶厂丶
禳	礻󰁶亠󰀔
禴	礻󰁶人艹
禵	礻󰁶日貝
禶	礻󰁶丿貝
禷	礻󰁶米貝
禸	冂厶󰀦
禹	丿口冂丶
禺	曰冂丨丶
离	亠乂凵厶
禼	󰀥囗乂厶
禽	人亠乂厶
禾	禾禾禾禾
禿	禾儿󰀅
秀	禾乃󰁣
私	禾厶󰁶
秂	禾人󰁧
秃	禾几󰀅
秄	禾子󰀝
秅	禾丿七󰁀
秆	禾干󰀢
秇	禾九丶󰁶
秈	禾山󰀢
秉	禾󰁬󰀌
秊	禾丿十󰀬
秋	禾火󰁶
秌	火禾󰁶
种	禾口丨󰀢
秎	禾八刀󰁥
秏	禾毛󰁀
秐	禾二厶󰁶
科	禾󰁦十󰀢
秒	禾小丿󰁥
秓	禾十又󰁶
秔	禾亠几󰁀
秕	禾󰁴匕󰁀
秖	禾󰁚󰀁󰁀
秗	禾丿大󰁶
秘	禾心丿󰁥
秙	禾古󰀝
秚	禾丷󰀟󰀢
秛	禾皮󰁶
秜	禾尸匕󰁀
秝	禾禾󰁶
秞	禾由󰀝
租	禾󰀐一󰀝
秠	禾丆卜一
秡	禾又丶
秢	禾人丶󰁻
秣	禾一木󰁶
秤	禾一丷十
秥	禾󰀥口󰀝
秦	三人禾󰁧
秧	禾ㄇ大󰁶
秨	禾𠂉丨二
秩	禾丿夫󰁶
秪	禾󰁚󰀁丶
秫	禾木丶󰁶
秬	禾匚󰁃󰀝
秭	禾丿ㄅ丿
秮	禾厶口󰀝
积	禾口八󰁶
称	禾⺈小󰁶
秱	禾冂一口
秲	禾土寸󰁶
秳	禾丿古󰀝
秴	禾人一口
秵	禾囗大󰁶
秶	冫⺈人禾
秷	禾一厶土
秸	禾士口󰀝
秹	禾亻丿士
秺	禾宀丿七
移	禾夕夕󰁶
秼	禾丿未󰁶
秽	禾山夕󰁶
秾	禾冖󰀔󰁶
秿	禾甫󰁶
稀	禾乂丨
稁	󰁸冖禾󰁧
稂	禾丶艮󰁶
稃	禾爫子󰀝
稄	禾厶八夂
稅	禾八口儿
稆	禾口口󰀝
稇	禾囗木󰁶
稈	禾曰干󰀢
稉	禾一曰乂
稊	禾丷弓丿
程	禾口王󰀝
稌	禾人一朩
稍	禾⺌月󰀝
税	禾丷口儿
稏	禾一󰀚一
稐	禾人一艹
稑	禾土八土
稒	禾囗古󰀝
稓	禾󰁺日󰀝
稔	禾人丶心
稕	禾󰁸子󰀝
稖	禾立口󰀝
稗	禾白丿十
稘	禾󰀎八󰁶
稙	禾十󰀣󰀝
稚	禾亻󰁷󰀝
稛	禾囗禾󰁶
稜	禾土八夂
稝	禾月月󰀝
稞	禾曰木󰁶
稟	亠囗口禾
稠	禾󰀼土口
稡	禾亠人十
稢	禾戈口󰀞
稣	󰁢󰀞禾󰁶
稤	禾󰁸小󰁶
稥	禾灬日󰀘
稦	禾󰁆口㐄
稧	禾三丨大
稨	禾丶尸艹
稩	禾田月󰀝
稪	禾𠂉日夂
稫	禾一口田
稬	禾丆冂大
稭	禾󰁴匕白
種	禾丿一土
稯	禾乂凵夂
稰	禾乛󰁾月
稱	禾爫冂土
稲	禾爫丨日
稳	禾⺈彐心
稴	禾䒑󰁬八
稵	禾䒑幺幺
稶	禾戈口󰁤
稷	禾田八夂
稸	禾亠幺田
稹	禾十󰀣八
稺	禾尸辛󰀢
稻	禾爫臼󰀝
稼	禾宀一󰀓
稽	禾乚日
稾	󰁸冂口禾
稿	禾󰁸冂口
穀	士冖一又
穁	禾艹耳󰀝
穂	禾一由心
穃	禾宀八口
穄	禾癶二小
穅	禾广󰁬氺
穆	禾白小彡
穇	禾厶厶彡
穈	广木木禾
穉	禾尸氺󰀟
穊	禾󰁮󰀄󰁜
穋	禾羽人彡
穌	󰁢灬禾󰁶
積	禾貝󰁶
穎	匕禾丆貝
穏	禾爫彐心
穐	禾⺈曰乚
穑	禾十䒑口
穒	禾󰁟灬󰁧
穓	禾田󰁺八
穔	禾󰁺由八
穕	禾亻󰁷木
穖	禾幺幺人
穗	禾一曰心
穘	禾土土儿
穙	禾业䒑夫
穚	禾丿大口
穛	禾亻󰁷灬
穜	禾立曰土
穝	禾曰耳又
穞	禾󰁢一日
穟	禾䒑󰀓辶
穠	禾ㄇ󰁺󰀖
穡	禾土人口
穢	禾止戊󰀤
穣	禾六󰀀󰀔
穤	禾󰀙丆〢
穥	禾󰀗一八
穦	禾宀一貝
穧	禾󰀴󰀳󰀝
穨	禾几口貝
穩	禾爫工心
穪	禾一八乂
穫	禾艹亻又
穬	禾广󰁺八
穭	禾󰁢灬日
穮	禾󰁙󰁴灬
穯	禾土口口
穰	禾亠口󰀔
穱	禾爫罒寸
穲	禾一冂匕
穳	禾丿土貝
穴	宀八󰁧
穵	宀八乙󰀅
究	宀八九󰀅
穷	宀八力󰁣
穸	宀八夕󰁧
穹	宀八弓󰀅
空	宀八工󰀘
穻	宀八一󰀛
穼	宀八木󰁧
穽	宀八二󰀯
穾	宀八丿大
穿	宀八󰀄丿
窀	宀八一乚
突	宀八犬󰁧
窂	宀八丿󰀟
窃	宀八七刀
窄	宀八𠂉二
窅	宀八目󰀘
窆	宀八丿之
窇	宀八勹巳
窈	宀八幺力
窉	宀八一人
窊	宀八⺁󰂃
窋	宀八凵山
窌	宀八󰁚卩
窍	宀八工ㄅ
窎	宀八󰁠一
窏	宀八氵󰀛
窐	宀八土土
窑	宀八𠂉凵
窒	宀八一土
窓	宀八厶心
窔	宀八六乂
窕	宀八儿󰀪
窖	宀八丿口
窗	宀八丿夕
窘	宀八󰁬口
窙	宀八土子
窚	宀八戊𠃌
窛	宀八二女
窜	宀八口丨
窝	宀八口人
窞	宀八⺈臼
窟	宀八尸山
窠	宀八曰木
窡	宀八又又
窢	宀八戈󰀞
窣	宀八亠十
窤	宀八曰󰁴
窥	宀八夫󰁜
窦	宀八十大
窧	宀八󰀥早
窨	宀八立曰
窩	宀八ㄇ口
窪	宀八氵土
窫	宀八三大
窬	宀八人刂
窭	宀八米女
窮	宀八丿弓
窯	宀八丷灬
窰	宀八爫凵
窱	宀八亻木
窲	宀八米十
窳	宀八⺁󰂃
窴	宀八十八
窵	宀八󰁟灬
窶	宀八󰀻女
窷	宀八耳卩
窸	宀八丿心
